,score,label,ulasan,CaseFolding,Cleaning,HapusEmoji,Spasi,Tokenizing,Normalized_Words,Stopword Removal,Stemming,dataset_join
377,1,0,Pantasan pasang iklan ditv aplikasi lemot bayar nonton #tidakusahdidowlod,pantasan pasang iklan ditv aplikasi lemot bayar nonton #tidakusahdidowlod,pantasan pasang iklan ditv aplikasi lemot bayar nonton,pantasan pasang iklan ditv aplikasi lemot bayar nonton,pantasan pasang iklan ditv aplikasi lemot bayar nonton,"['pantasan', 'pasang', 'iklan', 'ditv', 'aplikasi', 'lemot', 'bayar', 'nonton']","['pantasan', 'pasang', 'iklan', 'aplikasi', 'lelet', 'nonton']","['pantasan', 'pasang', 'iklan', 'aplikasi', 'lemot', 'nonton']","['pantas', 'pasang', 'iklan', 'aplikasi', 'lelet', 'nonton']",pantas pasang iklan aplikasi lelet nonton
378,1,0,Loading parah sinyal nya lemot banget,loading parah sinyal nya lemot banget,loading parah sinyal nya lemot banget,loading parah sinyal nya lemot banget,loading parah sinyal nya lemot banget,"['loading', 'parah', 'sinyal', 'nya', 'lemot', 'banget']","['memuat', 'parah', 'sinyal', 'lelet']","['loading', 'parah', 'sinyal', 'lemot']","['muat', 'parah', 'sinyal', 'lelet']",muat parah sinyal lelet
379,1,0,Sekarang kog jadi lemot ya... Padahal sdh berbayar🤨,sekarang kog jadi lemot ya... padahal sdh berbayar🤨,sekarang kog jadi lemot ya    padahal sdh berbayar🤨,sekarang kog jadi lemot ya    padahal sdh berbayar,sekarang kog jadi lemot ya padahal sdh berbayar,"['sekarang', 'kog', 'jadi', 'lemot', 'ya', 'padahal', 'sdh', 'berbayar']","['lelet', 'sudah', 'berbayar']","['lemot', 'sdh', 'berbayar']","['lelet', 'sudah', 'bayar']",lelet sudah bayar
380,1,0,"kenapa,ada apa dengan vidio.kok sekarang banyak yang cuma loading aja.kami mau nonton siaran/film,bukan nonton logo V muter-muter di tengah layar.Tolong segera di perbaiki","kenapa,ada apa dengan vidio.kok sekarang banyak yang cuma loading aja.kami mau nonton siaran/film,bukan nonton logo v muter-muter di tengah layar.tolong segera di perbaiki",kenapa ada apa dengan vidio kok sekarang banyak yang cuma loading aja kami mau nonton siaran film bukan nonton logo v muter muter di tengah layar tolong segera di perbaiki,kenapa ada apa dengan vidio kok sekarang banyak yang cuma loading aja kami mau nonton siaran film bukan nonton logo v muter muter di tengah layar tolong segera di perbaiki,kenapa ada apa dengan vidio kok sekarang banyak yang cuma loading aja kami mau nonton siaran film bukan nonton logo v muter muter di tengah layar tolong segera di perbaiki,"['kenapa', 'ada', 'apa', 'dengan', 'vidio', 'kok', 'sekarang', 'banyak', 'yang', 'cuma', 'loading', 'aja', 'kami', 'mau', 'nonton', 'siaran', 'film', 'bukan', 'nonton', 'logo', 'v', 'muter', 'muter', 'di', 'tengah', 'layar', 'tolong', 'segera', 'di', 'perbaiki']","['vidio', 'memuat', 'nonton', 'siaran', 'film', 'nonton', 'logo', 'berputar', 'berputar', 'layar', 'tolong', 'perbaiki']","['vidio', 'loading', 'nonton', 'siaran', 'film', 'nonton', 'logo', 'muter', 'muter', 'layar', 'tolong', 'perbaiki']","['vidio', 'muat', 'nonton', 'siar', 'film', 'nonton', 'logo', 'putar', 'putar', 'layar', 'tolong', 'baik']",vidio muat nonton siar film nonton logo putar putar layar tolong baik
381,1,0,Ga ada serial tv Global Tv? Miskin amatt,ga ada serial tv global tv? miskin amatt,ga ada serial tv global tv  miskin amatt,ga ada serial tv global tv  miskin amatt,ga ada serial tv global tv  miskin amatt,"['ga', 'ada', 'serial', 'tv', 'global', 'tv', 'miskin', 'amatt']","['tidak', 'serial', 'miskin', 'sangat']","['ga', 'serial', 'miskin', 'amatt']","['tidak', 'serial', 'miskin', 'sangat']",tidak serial miskin sangat
382,1,0,"Sangat parahhhhh, aku udah beli paketan setahun tapi setelah paketan udah 4 bulan paketannya udah gak berlaku.. padahal aku beli hampir ,300an lohhh.. sakit hati banget🙏🙏🙏🙏","sangat parahhhhh, aku udah beli paketan setahun tapi setelah paketan udah 4 bulan paketannya udah gak berlaku.. padahal aku beli hampir ,300an lohhh.. sakit hati banget🙏🙏🙏🙏",sangat parahhhhh  aku udah beli paketan setahun tapi setelah paketan udah   bulan paketannya udah gak berlaku   padahal aku beli hampir   an lohhh   sakit hati banget🙏🙏🙏🙏,sangat parahhhhh  aku udah beli paketan setahun tapi setelah paketan udah   bulan paketannya udah gak berlaku   padahal aku beli hampir   an lohhh   sakit hati banget,sangat parah  aku udah beli paketan setahun tapi setelah paketan udah bulan paketannya udah gak berlaku padahal aku beli hampir an loh sakit hati banget,"['sangat', 'parahhhhh', 'aku', 'udah', 'beli', 'paketan', 'setahun', 'tapi', 'setelah', 'paketan', 'udah', 'bulan', 'paketannya', 'udah', 'gak', 'berlaku', 'padahal', 'aku', 'beli', 'hampir', 'an', 'lohhh', 'sakit', 'hati', 'banget']","['parahhhhh', 'udah', 'beli', 'paketan', 'setahun', 'paketan', 'udah', 'paketannya', 'udah', 'tidak', 'berlaku', 'beli', 'lohhh', 'sakit', 'hati']","['parahhhhh', 'udah', 'beli', 'paketan', 'setahun', 'paketan', 'udah', 'paketannya', 'udah', 'gak', 'berlaku', 'beli', 'lohhh', 'sakit', 'hati']","['parahhhhh', 'udah', 'beli', 'paket', 'tahun', 'paket', 'udah', 'paket', 'udah', 'tidak', 'laku', 'beli', 'lohhh', 'sakit', 'hati']",parahhhhh udah beli paket tahun paket udah paket udah tidak laku beli lohhh sakit hati
383,1,0,"Saya udah beli voucher platinum,knp masih dilakukan pemotongan saldo shopeepay buat paket platinum lagi. Terus paket gua jadi 2bln,buat apa?? Buruk banget nyari untungnya","saya udah beli voucher platinum,knp masih dilakukan pemotongan saldo shopeepay buat paket platinum lagi. terus paket gua jadi 2bln,buat apa?? buruk banget nyari untungnya",saya udah beli voucher platinum knp masih dilakukan pemotongan saldo shopeepay buat paket platinum lagi  terus paket gua jadi  bln buat apa   buruk banget nyari untungnya,saya udah beli voucher platinum knp masih dilakukan pemotongan saldo shopeepay buat paket platinum lagi  terus paket gua jadi  bln buat apa   buruk banget nyari untungnya,saya udah beli voucher platinum knp masih dilakukan pemotongan saldo shopeepay buat paket platinum lagi  terus paket gua jadi  bln buat apa buruk banget nyari untungnya,"['saya', 'udah', 'beli', 'voucher', 'platinum', 'knp', 'masih', 'dilakukan', 'pemotongan', 'saldo', 'shopeepay', 'buat', 'paket', 'platinum', 'lagi', 'terus', 'paket', 'gua', 'jadi', 'bln', 'buat', 'apa', 'buruk', 'banget', 'nyari', 'untungnya']","['udah', 'beli', 'saldo', 'saya', 'buruk', 'untungnya']","['udah', 'beli', 'saldo', 'gua', 'buruk', 'untungnya']","['udah', 'beli', 'saldo', 'saya', 'buruk', 'untung']",udah beli saldo saya buruk untung
384,1,0,Tidak banyak duwit untuk nonton vidio,tidak banyak duwit untuk nonton vidio,tidak banyak duwit untuk nonton vidio,tidak banyak duwit untuk nonton vidio,tidak banyak duwit untuk nonton vidio,"['tidak', 'banyak', 'duwit', 'untuk', 'nonton', 'vidio']","['nonton', 'vidio']","['nonton', 'vidio']","['nonton', 'vidio']",nonton vidio
385,1,0,we gue mau nonton makanya gak ada we vidio yang gue cari,we gue mau nonton makanya gak ada we vidio yang gue cari,we gue mau nonton makanya gak ada we vidio yang gue cari,we gue mau nonton makanya gak ada we vidio yang gue cari,we gue mau nonton makanya gak ada we vidio yang gue cari,"['we', 'gue', 'mau', 'nonton', 'makanya', 'gak', 'ada', 'we', 'vidio', 'yang', 'gue', 'cari']","['saya', 'nonton', 'tidak', 'vidio', 'saya', 'cari']","['gue', 'nonton', 'gak', 'vidio', 'gue', 'cari']","['saya', 'nonton', 'tidak', 'vidio', 'saya', 'cari']",saya nonton tidak vidio saya cari
386,1,0,Jelek banget aplikasinya ngeselinnnnnnnnnn😏😡👿,jelek banget aplikasinya ngeselinnnnnnnnnn😏😡👿,jelek banget aplikasinya ngeselinnnnnnnnnn😏😡👿,jelek banget aplikasinya ngeselinnnnnnnnnn,jelek banget aplikasinya ngeselin,"['jelek', 'banget', 'aplikasinya', 'ngeselinnnnnnnnnn']","['jelek', 'aplikasinya', 'ngeselinnnnnnnnnn']","['jelek', 'aplikasinya', 'ngeselinnnnnnnnnn']","['jelek', 'aplikasi', 'ngeselinnnnnnnnnn']",jelek aplikasi ngeselinnnnnnnnnn
387,1,0,Aplikasi penipu,aplikasi penipu,aplikasi penipu,aplikasi penipu,aplikasi penipu,"['aplikasi', 'penipu']","['aplikasi', 'penipu']","['aplikasi', 'penipu']","['aplikasi', 'tipu']",aplikasi tipu
388,1,0,"Iklannya mengganggu sekali.... Saat video mulai ada muncul kotak iklan dan kalau mau menghilangkan nya harus tekan tanda silang yang kecil banget, kalau ga ketekan tanda silangnya bisa ketekan iklannya dan kalau kembali muncul lagi dan lagi iklannya...saya nonton highlight sepakbola iklannya sdh byk tayang....seharusnya iklan ga usah juga di tayangkan pada saat nonton highlight gtu....","iklannya mengganggu sekali.... saat video mulai ada muncul kotak iklan dan kalau mau menghilangkan nya harus tekan tanda silang yang kecil banget, kalau ga ketekan tanda silangnya bisa ketekan iklannya dan kalau kembali muncul lagi dan lagi iklannya...saya nonton highlight sepakbola iklannya sdh byk tayang....seharusnya iklan ga usah juga di tayangkan pada saat nonton highlight gtu....",iklannya mengganggu sekali     saat video mulai ada muncul kotak iklan dan kalau mau menghilangkan nya harus tekan tanda silang yang kecil banget  kalau ga ketekan tanda silangnya bisa ketekan iklannya dan kalau kembali muncul lagi dan lagi iklannya   saya nonton highlight sepakbola iklannya sdh byk tayang    seharusnya iklan ga usah juga di tayangkan pada saat nonton highlight gtu,iklannya mengganggu sekali     saat video mulai ada muncul kotak iklan dan kalau mau menghilangkan nya harus tekan tanda silang yang kecil banget  kalau ga ketekan tanda silangnya bisa ketekan iklannya dan kalau kembali muncul lagi dan lagi iklannya   saya nonton highlight sepakbola iklannya sdh byk tayang    seharusnya iklan ga usah juga di tayangkan pada saat nonton highlight gtu,iklannya mengganggu sekali saat video mulai ada muncul kotak iklan dan kalau mau menghilangkan nya harus tekan tanda silang yang kecil banget  kalau ga ketekan tanda silangnya bisa ketekan iklannya dan kalau kembali muncul lagi dan lagi iklannya saya nonton highlight sepakbola iklannya sdh byk tayang seharusnya iklan ga usah juga di tayangkan pada saat nonton highlight gtu,"['iklannya', 'mengganggu', 'sekali', 'saat', 'video', 'mulai', 'ada', 'muncul', 'kotak', 'iklan', 'dan', 'kalau', 'mau', 'menghilangkan', 'nya', 'harus', 'tekan', 'tanda', 'silang', 'yang', 'kecil', 'banget', 'kalau', 'ga', 'ketekan', 'tanda', 'silangnya', 'bisa', 'ketekan', 'iklannya', 'dan', 'kalau', 'kembali', 'muncul', 'lagi', 'dan', 'lagi', 'iklannya', 'saya', 'nonton', 'highlight', 'sepakbola', 'iklannya', 'sdh', 'byk', 'tayang', 'seharusnya', 'iklan', 'ga', 'usah', 'juga', 'di', 'tayangkan', 'pada', 'saat', 'nonton', 'highlight', 'gtu']","['iklannya', 'mengganggu', 'muncul', 'iklan', 'menghilangkan', 'tidak', 'silangnya', 'iklannya', 'muncul', 'iklannya', 'nonton', 'iklannya', 'sudah', 'tayang', 'iklan', 'tidak', 'tayangkan', 'nonton', 'gitu']","['iklannya', 'mengganggu', 'muncul', 'iklan', 'menghilangkan', 'ga', 'silangnya', 'iklannya', 'muncul', 'iklannya', 'nonton', 'iklannya', 'sdh', 'tayang', 'iklan', 'ga', 'tayangkan', 'nonton', 'gtu']","['iklan', 'ganggu', 'muncul', 'iklan', 'hilang', 'tidak', 'silang', 'iklan', 'muncul', 'iklan', 'nonton', 'iklan', 'sudah', 'tayang', 'iklan', 'tidak', 'tayang', 'nonton', 'gitu']",iklan ganggu muncul iklan hilang tidak silang iklan muncul iklan nonton iklan sudah tayang iklan tidak tayang nonton gitu
389,1,0,"Recomended sekali aplikasi ini.. Nomer 1, Bintang 1, gak ada duanya, Yuk didownload , untuk kalian yang ingin merasakan sensasi emosi yang luar biasa..","recomended sekali aplikasi ini.. nomer 1, bintang 1, gak ada duanya, yuk didownload , untuk kalian yang ingin merasakan sensasi emosi yang luar biasa..",recomended sekali aplikasi ini   nomer    bintang    gak ada duanya  yuk didownload   untuk kalian yang ingin merasakan sensasi emosi yang luar biasa,recomended sekali aplikasi ini   nomer    bintang    gak ada duanya  yuk didownload   untuk kalian yang ingin merasakan sensasi emosi yang luar biasa,recomended sekali aplikasi ini nomer bintang gak ada duanya  yuk didownload untuk kalian yang ingin merasakan sensasi emosi yang luar biasa,"['recomended', 'sekali', 'aplikasi', 'ini', 'nomer', 'bintang', 'gak', 'ada', 'duanya', 'yuk', 'didownload', 'untuk', 'kalian', 'yang', 'ingin', 'merasakan', 'sensasi', 'emosi', 'yang', 'luar', 'biasa']","['direkomendasikan', 'aplikasi', 'bintang', 'tidak', 'duanya', 'diunduh', 'merasakan', 'sensasi', 'emosi']","['recomended', 'aplikasi', 'bintang', 'gak', 'duanya', 'didownload', 'merasakan', 'sensasi', 'emosi']","['rekomendasi', 'aplikasi', 'bintang', 'tidak', 'dua', 'unduh', 'rasa', 'sensasi', 'emosi']",rekomendasi aplikasi bintang tidak dua unduh rasa sensasi emosi
390,1,0,Ga guna apk bayar,ga guna apk bayar,ga guna apk bayar,ga guna apk bayar,ga guna apk bayar,"['ga', 'guna', 'apk', 'bayar']","['tidak', 'aplikasi']","['ga', 'apk']","['tidak', 'aplikasi']",tidak aplikasi
391,1,0,Harga berlangganan naik terus. Dimanfaatin sekali saat siaran sepak bola tidak live di TV,harga berlangganan naik terus. dimanfaatin sekali saat siaran sepak bola tidak live di tv,harga berlangganan naik terus  dimanfaatin sekali saat siaran sepak bola tidak live di tv,harga berlangganan naik terus  dimanfaatin sekali saat siaran sepak bola tidak live di tv,harga berlangganan naik terus  dimanfaatin sekali saat siaran sepak bola tidak live di tv,"['harga', 'berlangganan', 'naik', 'terus', 'dimanfaatin', 'sekali', 'saat', 'siaran', 'sepak', 'bola', 'tidak', 'live', 'di', 'tv']","['harga', 'berlangganan', 'dimanfaatkan', 'siaran']","['harga', 'berlangganan', 'dimanfaatin', 'siaran']","['harga', 'langgan', 'manfaat', 'siar']",harga langgan manfaat siar
392,1,0,Jangan sekali beli atau berlangganan..bagi orang yang ber ekonomi seperti saya ..tidak ada manfaatnya dan banyak bikin kecewanya,jangan sekali beli atau berlangganan..bagi orang yang ber ekonomi seperti saya ..tidak ada manfaatnya dan banyak bikin kecewanya,jangan sekali beli atau berlangganan  bagi orang yang ber ekonomi seperti saya   tidak ada manfaatnya dan banyak bikin kecewanya,jangan sekali beli atau berlangganan  bagi orang yang ber ekonomi seperti saya   tidak ada manfaatnya dan banyak bikin kecewanya,jangan sekali beli atau berlangganan  bagi orang yang ber ekonomi seperti saya tidak ada manfaatnya dan banyak bikin kecewanya,"['jangan', 'sekali', 'beli', 'atau', 'berlangganan', 'bagi', 'orang', 'yang', 'ber', 'ekonomi', 'seperti', 'saya', 'tidak', 'ada', 'manfaatnya', 'dan', 'banyak', 'bikin', 'kecewanya']","['beli', 'berlangganan', 'manfaatnya', 'bikin', 'kecewanya']","['beli', 'berlangganan', 'manfaatnya', 'bikin', 'kecewanya']","['beli', 'langgan', 'manfaat', 'bikin', 'kecewa']",beli langgan manfaat bikin kecewa
393,1,0,Terlalu bnyk iklan dan sering buffring pdhl minta update sering tolong tingkatkan lg gmna nih aku kan pengemar setia vidio,terlalu bnyk iklan dan sering buffring pdhl minta update sering tolong tingkatkan lg gmna nih aku kan pengemar setia vidio,terlalu bnyk iklan dan sering buffring pdhl minta update sering tolong tingkatkan lg gmna nih aku kan pengemar setia vidio,terlalu bnyk iklan dan sering buffring pdhl minta update sering tolong tingkatkan lg gmna nih aku kan pengemar setia vidio,terlalu bnyk iklan dan sering buffring pdhl minta update sering tolong tingkatkan lg gmna nih aku kan pengemar setia vidio,"['terlalu', 'bnyk', 'iklan', 'dan', 'sering', 'buffring', 'pdhl', 'minta', 'update', 'sering', 'tolong', 'tingkatkan', 'lg', 'gmna', 'nih', 'aku', 'kan', 'pengemar', 'setia', 'vidio']","['banyak', 'iklan', 'padahal', 'perbarui', 'tolong', 'tingkatkan', 'lagi', 'gimana', 'penggemar', 'setia', 'vidio']","['bnyk', 'iklan', 'pdhl', 'update', 'tolong', 'tingkatkan', 'lg', 'gmna', 'pengemar', 'setia', 'vidio']","['banyak', 'iklan', 'padahal', 'baru', 'tolong', 'tingkat', 'lagi', 'gimana', 'gemar', 'setia', 'vidio']",banyak iklan padahal baru tolong tingkat lagi gimana gemar setia vidio
394,1,0,Kenapa nih kok ngebug kaga bisa dibuka padahal buka apk lain bisa... developeer tlong prbaiki,kenapa nih kok ngebug kaga bisa dibuka padahal buka apk lain bisa... developeer tlong prbaiki,kenapa nih kok ngebug kaga bisa dibuka padahal buka apk lain bisa    developeer tlong prbaiki,kenapa nih kok ngebug kaga bisa dibuka padahal buka apk lain bisa    developeer tlong prbaiki,kenapa nih kok ngebug kaga bisa dibuka padahal buka apk lain bisa developeer tlong prbaiki,"['kenapa', 'nih', 'kok', 'ngebug', 'kaga', 'bisa', 'dibuka', 'padahal', 'buka', 'apk', 'lain', 'bisa', 'developeer', 'tlong', 'prbaiki']","['berhenti', 'tidak', 'dibuka', 'buka', 'aplikasi']","['ngebug', 'kaga', 'dibuka', 'buka', 'apk']","['henti', 'tidak', 'buka', 'buka', 'aplikasi']",henti tidak buka buka aplikasi
395,1,0,"Makin lemot apk Vidio ,,paraaah abiiis","makin lemot apk vidio ,,paraaah abiiis",makin lemot apk vidio   paraaah abiiis,makin lemot apk vidio   paraaah abiiis,makin lemot apk vidio parah abis,"['makin', 'lemot', 'apk', 'vidio', 'paraaah', 'abiiis']","['lelet', 'aplikasi', 'vidio', 'paraaah', 'abiiis']","['lemot', 'apk', 'vidio', 'paraaah', 'abiiis']","['lelet', 'aplikasi', 'vidio', 'paraaah', 'abiiis']",lelet aplikasi vidio paraaah abiiis
396,1,0,"Parah banyak buferingnya, mahal mahal beli paketnya ternyata jelek aplikasi ini","parah banyak buferingnya, mahal mahal beli paketnya ternyata jelek aplikasi ini",parah banyak buferingnya  mahal mahal beli paketnya ternyata jelek aplikasi ini,parah banyak buferingnya  mahal mahal beli paketnya ternyata jelek aplikasi ini,parah banyak buferingnya  mahal mahal beli paketnya ternyata jelek aplikasi ini,"['parah', 'banyak', 'buferingnya', 'mahal', 'mahal', 'beli', 'paketnya', 'ternyata', 'jelek', 'aplikasi', 'ini']","['parah', 'mahal', 'mahal', 'beli', 'jelek', 'aplikasi']","['parah', 'mahal', 'mahal', 'beli', 'jelek', 'aplikasi']","['parah', 'mahal', 'mahal', 'beli', 'jelek', 'aplikasi']",parah mahal mahal beli jelek aplikasi
397,1,0,Lama sekali loading nya,lama sekali loading nya,lama sekali loading nya,lama sekali loading nya,lama sekali loading nya,"['lama', 'sekali', 'loading', 'nya']",['memuat'],['loading'],['muat'],muat
398,1,0,"Wifi Full jaringan, data seluler full jaringan kok ga bisa buat nonton🙂 sekarang di tambah apa² harus premium🤣🤣🤣","wifi full jaringan, data seluler full jaringan kok ga bisa buat nonton🙂 sekarang di tambah apa² harus premium🤣🤣🤣",wifi full jaringan  data seluler full jaringan kok ga bisa buat nonton🙂 sekarang di tambah apa² harus premium🤣🤣🤣,wifi full jaringan  data seluler full jaringan kok ga bisa buat nonton sekarang di tambah apa harus premium,wifi full jaringan  data seluler full jaringan kok ga bisa buat nonton sekarang di tambah apa harus premium,"['wifi', 'full', 'jaringan', 'data', 'seluler', 'full', 'jaringan', 'kok', 'ga', 'bisa', 'buat', 'nonton', 'sekarang', 'di', 'tambah', 'apa', 'harus', 'premium']","['tidak', 'nonton']","['ga', 'nonton']","['tidak', 'nonton']",tidak nonton
399,1,0,Gak ada cars 1,gak ada cars 1,gak ada cars,gak ada cars,gak ada cars,"['gak', 'ada', 'cars']",['tidak'],['gak'],['tidak'],tidak
400,1,0,ini aplikasi kebanyakan loading njir jaringan jelek sedikit langsung ilang siaran bodoh,ini aplikasi kebanyakan loading njir jaringan jelek sedikit langsung ilang siaran bodoh,ini aplikasi kebanyakan loading njir jaringan jelek sedikit langsung ilang siaran bodoh,ini aplikasi kebanyakan loading njir jaringan jelek sedikit langsung ilang siaran bodoh,ini aplikasi kebanyakan loading njir jaringan jelek sedikit langsung ilang siaran bodoh,"['ini', 'aplikasi', 'kebanyakan', 'loading', 'njir', 'jaringan', 'jelek', 'sedikit', 'langsung', 'ilang', 'siaran', 'bodoh']","['aplikasi', 'kebanyakan', 'memuat', 'jelek', 'langsung', 'hilang', 'siaran', 'bodoh']","['aplikasi', 'kebanyakan', 'loading', 'jelek', 'langsung', 'ilang', 'siaran', 'bodoh']","['aplikasi', 'banyak', 'muat', 'jelek', 'langsung', 'hilang', 'siar', 'bodoh']",aplikasi banyak muat jelek langsung hilang siar bodoh
401,1,0,Udah langganan ..flim nya flim lama semua ...nyesal banget langganan di sini..tidak seperti mola tv,udah langganan ..flim nya flim lama semua ...nyesal banget langganan di sini..tidak seperti mola tv,udah langganan   flim nya flim lama semua    nyesal banget langganan di sini  tidak seperti mola tv,udah langganan   flim nya flim lama semua    nyesal banget langganan di sini  tidak seperti mola tv,udah langganan flim nya flim lama semua nyesal banget langganan di sini  tidak seperti mola tv,"['udah', 'langganan', 'flim', 'nya', 'flim', 'lama', 'semua', 'nyesal', 'banget', 'langganan', 'di', 'sini', 'tidak', 'seperti', 'mola', 'tv']","['udah', 'langganan', 'nyesal', 'langganan']","['udah', 'langganan', 'nyesal', 'langganan']","['udah', 'langgan', 'nyesal', 'langgan']",udah langgan nyesal langgan
402,1,0,Kontes fantasy game tiba2 dibatalkan Udah susah buat persiapan malah dibatalkan Mending ga usah diadakan kontes saja,kontes fantasy game tiba2 dibatalkan udah susah buat persiapan malah dibatalkan mending ga usah diadakan kontes saja,kontes fantasy game tiba  dibatalkan udah susah buat persiapan malah dibatalkan mending ga usah diadakan kontes saja,kontes fantasy game tiba  dibatalkan udah susah buat persiapan malah dibatalkan mending ga usah diadakan kontes saja,kontes fantasy game tiba  dibatalkan udah susah buat persiapan malah dibatalkan mending ga usah diadakan kontes saja,"['kontes', 'fantasy', 'game', 'tiba', 'dibatalkan', 'udah', 'susah', 'buat', 'persiapan', 'malah', 'dibatalkan', 'mending', 'ga', 'usah', 'diadakan', 'kontes', 'saja']","['dibatalkan', 'udah', 'susah', 'persiapan', 'dibatalkan', 'mending', 'tidak', 'diadakan']","['dibatalkan', 'udah', 'susah', 'persiapan', 'dibatalkan', 'mending', 'ga', 'diadakan']","['batal', 'udah', 'susah', 'siap', 'batal', 'mending', 'tidak', 'ada']",batal udah susah siap batal mending tidak ada
403,1,0,"Woy kenapa gx bisa nonton chelsea lawan southamton,, Gx jelas ini ma","woy kenapa gx bisa nonton chelsea lawan southamton,, gx jelas ini ma",woy kenapa gx bisa nonton chelsea lawan southamton   gx jelas ini ma,woy kenapa gx bisa nonton chelsea lawan southamton   gx jelas ini ma,woy kenapa gx bisa nonton chelsea lawan southamton gx jelas ini ma,"['woy', 'kenapa', 'gx', 'bisa', 'nonton', 'chelsea', 'lawan', 'southamton', 'gx', 'jelas', 'ini', 'ma']","['nonton', 'lawan']","['nonton', 'lawan']","['nonton', 'lawan']",nonton lawan
404,1,0,Gk guna,gk guna,gk guna,gk guna,gk guna,"['gk', 'guna']",['tidak'],['gk'],['tidak'],tidak
405,1,0,"Sudah beli paket platinum masa ada panduan beli paket platinum berlangganan lagi, buka film tidak bisa harus beli/berlangganan platinum, padahal kan sudah berlangganan sampai bulan depan. Banyak iklan segala ngga jelas aplikasi vidio, masa baru 1 hari beli paket platinum sudah tidak dapat nonton & harus beli platinum segala macam, aplikasi penipu.","sudah beli paket platinum masa ada panduan beli paket platinum berlangganan lagi, buka film tidak bisa harus beli/berlangganan platinum, padahal kan sudah berlangganan sampai bulan depan. banyak iklan segala ngga jelas aplikasi vidio, masa baru 1 hari beli paket platinum sudah tidak dapat nonton & harus beli platinum segala macam, aplikasi penipu.",sudah beli paket platinum masa ada panduan beli paket platinum berlangganan lagi  buka film tidak bisa harus beli berlangganan platinum  padahal kan sudah berlangganan sampai bulan depan  banyak iklan segala ngga jelas aplikasi vidio  masa baru   hari beli paket platinum sudah tidak dapat nonton & harus beli platinum segala macam  aplikasi penipu,sudah beli paket platinum masa ada panduan beli paket platinum berlangganan lagi  buka film tidak bisa harus beli berlangganan platinum  padahal kan sudah berlangganan sampai bulan depan  banyak iklan segala ngga jelas aplikasi vidio  masa baru   hari beli paket platinum sudah tidak dapat nonton & harus beli platinum segala macam  aplikasi penipu,sudah beli paket platinum masa ada panduan beli paket platinum berlangganan lagi  buka film tidak bisa harus beli berlangganan platinum  padahal kan sudah berlangganan sampai bulan depan  banyak iklan segala ngga jelas aplikasi vidio  masa baru hari beli paket platinum sudah tidak dapat nonton & harus beli platinum segala macam  aplikasi penipu,"['sudah', 'beli', 'paket', 'platinum', 'masa', 'ada', 'panduan', 'beli', 'paket', 'platinum', 'berlangganan', 'lagi', 'buka', 'film', 'tidak', 'bisa', 'harus', 'beli', 'berlangganan', 'platinum', 'padahal', 'kan', 'sudah', 'berlangganan', 'sampai', 'bulan', 'depan', 'banyak', 'iklan', 'segala', 'ngga', 'jelas', 'aplikasi', 'vidio', 'masa', 'baru', 'hari', 'beli', 'paket', 'platinum', 'sudah', 'tidak', 'dapat', 'nonton', '&', 'harus', 'beli', 'platinum', 'segala', 'macam', 'aplikasi', 'penipu']","['beli', 'panduan', 'beli', 'berlangganan', 'buka', 'film', 'beli', 'berlangganan', 'berlangganan', 'iklan', 'tidak', 'aplikasi', 'vidio', 'beli', 'nonton', 'beli', 'aplikasi', 'penipu']","['beli', 'panduan', 'beli', 'berlangganan', 'buka', 'film', 'beli', 'berlangganan', 'berlangganan', 'iklan', 'ngga', 'aplikasi', 'vidio', 'beli', 'nonton', 'beli', 'aplikasi', 'penipu']","['beli', 'pandu', 'beli', 'langgan', 'buka', 'film', 'beli', 'langgan', 'langgan', 'iklan', 'tidak', 'aplikasi', 'vidio', 'beli', 'nonton', 'beli', 'aplikasi', 'tipu']",beli pandu beli langgan buka film beli langgan langgan iklan tidak aplikasi vidio beli nonton beli aplikasi tipu
406,1,0,Udah di update buat nonton bola videonya tetep patah2. Suruh laporin kendalanya tp udh dilaporin tetep aja ngga ada pengaruhnya.,udah di update buat nonton bola videonya tetep patah2. suruh laporin kendalanya tp udh dilaporin tetep aja ngga ada pengaruhnya.,udah di update buat nonton bola videonya tetep patah   suruh laporin kendalanya tp udh dilaporin tetep aja ngga ada pengaruhnya,udah di update buat nonton bola videonya tetep patah   suruh laporin kendalanya tp udh dilaporin tetep aja ngga ada pengaruhnya,udah di update buat nonton bola videonya tetep patah suruh laporin kendalanya tp udh dilaporin tetep aja ngga ada pengaruhnya,"['udah', 'di', 'update', 'buat', 'nonton', 'bola', 'videonya', 'tetep', 'patah', 'suruh', 'laporin', 'kendalanya', 'tp', 'udh', 'dilaporin', 'tetep', 'aja', 'ngga', 'ada', 'pengaruhnya']","['udah', 'perbarui', 'nonton', 'videonya', 'tetap', 'patah', 'suruh', 'kendalanya', 'tapi', 'dilaporkan', 'tetap', 'tidak', 'pengaruhnya']","['udah', 'update', 'nonton', 'videonya', 'tetep', 'patah', 'suruh', 'kendalanya', 'tp', 'dilaporin', 'tetep', 'ngga', 'pengaruhnya']","['udah', 'baru', 'nonton', 'video', 'tetap', 'patah', 'suruh', 'kendala', 'tapi', 'lapor', 'tetap', 'tidak', 'pengaruh']",udah baru nonton video tetap patah suruh kendala tapi lapor tetap tidak pengaruh
